productCode,issueType,file,optionId,label,kind,local,cdnStatus,note
SAR-COZY-BMB-ROBES,duplicate_local,SAR-COZY-BMB-ROBES-1219-S.jpg,,,,,,SAR-COZY-BMB-ROBES-1218-S.jpg
SAR-COZY-BMB-ROBES,duplicate_local,SAR-COZY-BMB-ROBES-1218-S.jpg,,,,,,SAR-COZY-BMB-ROBES-1219-S.jpg
SAR-DBL-RCH-FX-FUR,missing_cdn,SAR-DBL-RCH-FX-FUR-1343-T.jpg,1343,Slate Blend,color,True,404,
SAR-DBL-RCH-FX-FUR,missing_cdn,SAR-DBL-RCH-FX-FUR-1343-S.jpg,1343,Slate Blend,color,True,404,
SAR-DBL-RCH-FX-FUR-XL-LG,missing_cdn,SAR-DBL-RCH-FX-FUR-XL-LG-1342-T.jpg,1342,Charcoal Blend,color,True,404,
SAR-DBL-RCH-FX-FUR-XL-LG,missing_cdn,SAR-DBL-RCH-FX-FUR-XL-LG-1342-S.jpg,1342,Charcoal Blend,color,True,404,
SAR-DBL-RCH-FX-FUR-XL-LG,missing_cdn,SAR-DBL-RCH-FX-FUR-XL-LG-1343-T.jpg,1343,Slate Blend,color,True,404,
SAR-DREAM-TOD,missing_local,SAR-DREAM-TOD-altview9.jpg,,,altview,,,
SAR-DREAM-TOD,missing_local,SAR-DREAM-TOD-altview10.jpg,,,altview,,,
SAR-DREAM-TOD,missing_local,SAR-DREAM-TOD-altview11.jpg,,,altview,,,
SAR-DREAM-TOD,missing_local,SAR-DREAM-TOD-altview12.jpg,,,altview,,,
SAR-ELF-SNUGGLER,duplicate_local,SAR-ELF-SNUGGLER-1521-T.jpg,,,,,,"SAR-ELF-SNUGGLER-1520-T.jpg,SAR-ELF-SNUGGLER-1348-T.jpg"
SAR-ELF-SNUGGLER,duplicate_local,SAR-ELF-SNUGGLER-1520-T.jpg,,,,,,"SAR-ELF-SNUGGLER-1521-T.jpg,SAR-ELF-SNUGGLER-1348-T.jpg"
SAR-ELF-SNUGGLER,duplicate_local,SAR-ELF-SNUGGLER-1348-T.jpg,,,,,,"SAR-ELF-SNUGGLER-1521-T.jpg,SAR-ELF-SNUGGLER-1520-T.jpg"
SAR-ELF-SNUGGLER,duplicate_local,SAR-ELF-SNUGGLER-1521-S.jpg,,,,,,"SAR-ELF-SNUGGLER-1520-S.jpg,SAR-ELF-SNUGGLER-1348-S.jpg"
SAR-ELF-SNUGGLER,duplicate_local,SAR-ELF-SNUGGLER-1520-S.jpg,,,,,,"SAR-ELF-SNUGGLER-1521-S.jpg,SAR-ELF-SNUGGLER-1348-S.jpg"
SAR-ELF-SNUGGLER,duplicate_local,SAR-ELF-SNUGGLER-1348-S.jpg,,,,,,"SAR-ELF-SNUGGLER-1521-S.jpg,SAR-ELF-SNUGGLER-1520-S.jpg"
SAR-FX-FUR-FULL-QUEEN,missing_local,SAR-FX-FUR-FULL-QUEEN-altview9.jpg,,,altview,,,
SAR-FX-FUR-FULL-QUEEN,missing_local,SAR-FX-FUR-FULL-QUEEN-altview10.jpg,,,altview,,,
SAR-FX-FUR-FULL-QUEEN,missing_local,SAR-FX-FUR-FULL-QUEEN-altview11.jpg,,,altview,,,
SAR-FX-FUR-FULL-QUEEN,missing_local,SAR-FX-FUR-FULL-QUEEN-altview12.jpg,,,altview,,,
SAR-FX-FUR-KING,duplicate_local,SAR-FX-FUR-KING-1048-T.jpg,,,,,,SAR-FX-FUR-KING-1048-S.jpg
SAR-FX-FUR-KING,duplicate_local,SAR-FX-FUR-KING-1048-S.jpg,,,,,,SAR-FX-FUR-KING-1048-T.jpg
SAR-FX-FUR-KING,duplicate_local,SAR-FX-FUR-KING-1158-T.jpg,,,,,,SAR-FX-FUR-KING-1158-S.jpg
SAR-FX-FUR-KING,duplicate_local,SAR-FX-FUR-KING-1158-S.jpg,,,,,,SAR-FX-FUR-KING-1158-T.jpg
SAR-FX-FUR-KING,duplicate_local,SAR-FX-FUR-KING-1154-T.jpg,,,,,,SAR-FX-FUR-KING-1154-S.jpg
SAR-FX-FUR-KING,duplicate_local,SAR-FX-FUR-KING-1154-S.jpg,,,,,,SAR-FX-FUR-KING-1154-T.jpg
SAR-FX-FUR-KING,duplicate_local,SAR-FX-FUR-KING-1093-T.jpg,,,,,,SAR-FX-FUR-KING-1093-S.jpg
SAR-FX-FUR-KING,duplicate_local,SAR-FX-FUR-KING-1093-S.jpg,,,,,,SAR-FX-FUR-KING-1093-T.jpg
SAR-FX-FUR-KING,duplicate_local,SAR-FX-FUR-KING-1049-T.jpg,,,,,,SAR-FX-FUR-KING-1049-S.jpg
SAR-FX-FUR-KING,duplicate_local,SAR-FX-FUR-KING-1049-S.jpg,,,,,,SAR-FX-FUR-KING-1049-T.jpg
SAR-FX-FUR-KING,duplicate_local,SAR-FX-FUR-KING-1155-T.jpg,,,,,,SAR-FX-FUR-KING-1155-S.jpg
SAR-FX-FUR-KING,duplicate_local,SAR-FX-FUR-KING-1155-S.jpg,,,,,,SAR-FX-FUR-KING-1155-T.jpg
SAR-FX-FUR-KING,duplicate_local,SAR-FX-FUR-KING-1156-T.jpg,,,,,,SAR-FX-FUR-KING-1156-S.jpg
SAR-FX-FUR-KING,duplicate_local,SAR-FX-FUR-KING-1156-S.jpg,,,,,,SAR-FX-FUR-KING-1156-T.jpg
SAR-HEIRLOOM-COTTON-KNT-SETS,duplicate_local,SAR-HEIRLOOM-COTTON-KNT-SETS-1356-T.jpg,,,,,,SAR-HEIRLOOM-COTTON-KNT-SETS-1357-T.jpg
SAR-HEIRLOOM-COTTON-KNT-SETS,duplicate_local,SAR-HEIRLOOM-COTTON-KNT-SETS-1357-T.jpg,,,,,,SAR-HEIRLOOM-COTTON-KNT-SETS-1356-T.jpg
SAR-HEIRLOOM-COTTON-KNT-SETS,duplicate_local,SAR-HEIRLOOM-COTTON-KNT-SETS-1356-S.jpg,,,,,,SAR-HEIRLOOM-COTTON-KNT-SETS-1357-S.jpg
SAR-HEIRLOOM-COTTON-KNT-SETS,duplicate_local,SAR-HEIRLOOM-COTTON-KNT-SETS-1357-S.jpg,,,,,,SAR-HEIRLOOM-COTTON-KNT-SETS-1356-S.jpg
SAR-HP-HP-MSLN-NRS,duplicate_local,SAR-HP-HP-MSLN-NRS-1359-T.jpg,,,,,,SAR-HP-HP-MSLN-NRS-1362-T.jpg
SAR-HP-HP-MSLN-NRS,duplicate_local,SAR-HP-HP-MSLN-NRS-1362-T.jpg,,,,,,SAR-HP-HP-MSLN-NRS-1359-T.jpg
SAR-HP-HP-MSLN-NRS,duplicate_local,SAR-HP-HP-MSLN-NRS-1359-S.jpg,,,,,,SAR-HP-HP-MSLN-NRS-1362-S.jpg
SAR-HP-HP-MSLN-NRS,duplicate_local,SAR-HP-HP-MSLN-NRS-1362-S.jpg,,,,,,SAR-HP-HP-MSLN-NRS-1359-S.jpg
SAR-JL-JL-MSLN-LUSH,missing_cdn,SAR-JL-JL-MSLN-LUSH-1367-T.jpg,1367,Quilt [Additional $43.00],size,True,404,
SAR-JL-JL-MSLN-LUSH,missing_cdn,SAR-JL-JL-MSLN-LUSH-1367-S.jpg,1367,Quilt [Additional $43.00],size,True,404,
SAR-JL-JL-MSLN-LUSH,missing_cdn,SAR-JL-JL-MSLN-LUSH-1368-T.jpg,1368,XL [Additional $157.00],size,True,404,
SAR-JL-JL-MSLN-LUSH,missing_cdn,SAR-JL-JL-MSLN-LUSH-1368-S.jpg,1368,XL [Additional $157.00],size,True,404,
SAR-JL-JL-SNUGGLER,missing_cdn,SAR-JL-JL-SNUGGLER-1210-T.jpg,1210,Youth,size,False,404,
SAR-JL-JL-SNUGGLER,missing_local,SAR-JL-JL-SNUGGLER-1210-T.jpg,1210,Youth,size,False,404,
SAR-JL-JL-SNUGGLER,missing_cdn,SAR-JL-JL-SNUGGLER-1210-S.jpg,1210,Youth,size,False,404,
SAR-JL-JL-SNUGGLER,missing_local,SAR-JL-JL-SNUGGLER-1210-S.jpg,1210,Youth,size,False,404,
SAR-MNKY-STR-LUXE-ROBES,missing_cdn,SAR-MNKY-STR-LUXE-ROBES-1215-T.jpg,1215,Large,size,True,404,
SAR-MNKY-STR-LUXE-ROBES,missing_cdn,SAR-MNKY-STR-LUXE-ROBES-1215-S.jpg,1215,Large,size,True,404,
SAR-MNKY-STR-LUXE-ROBES,missing_cdn,SAR-MNKY-STR-LUXE-ROBES-1214-T.jpg,1214,Medium,size,True,404,
SAR-MNKY-STR-LUXE-ROBES,missing_cdn,SAR-MNKY-STR-LUXE-ROBES-1214-S.jpg,1214,Medium,size,True,404,
SAR-MNKY-STR-LUXE-ROBES,missing_cdn,SAR-MNKY-STR-LUXE-ROBES-1213-T.jpg,1213,Small,size,True,404,
SAR-MNKY-STR-LUXE-ROBES,duplicate_local,SAR-MNKY-STR-LUXE-ROBES-1151-T.jpg,,,,,,"SAR-MNKY-STR-LUXE-ROBES-1215-T.jpg,SAR-MNKY-STR-LUXE-ROBES-1214-T.jpg,SAR-MNKY-STR-LUXE-ROBES-1213-T.jpg"
SAR-MNKY-STR-LUXE-ROBES,duplicate_local,SAR-MNKY-STR-LUXE-ROBES-1215-T.jpg,,,,,,"SAR-MNKY-STR-LUXE-ROBES-1151-T.jpg,SAR-MNKY-STR-LUXE-ROBES-1214-T.jpg,SAR-MNKY-STR-LUXE-ROBES-1213-T.jpg"
SAR-MNKY-STR-LUXE-ROBES,duplicate_local,SAR-MNKY-STR-LUXE-ROBES-1214-T.jpg,,,,,,"SAR-MNKY-STR-LUXE-ROBES-1151-T.jpg,SAR-MNKY-STR-LUXE-ROBES-1215-T.jpg,SAR-MNKY-STR-LUXE-ROBES-1213-T.jpg"
SAR-MNKY-STR-LUXE-ROBES,duplicate_local,SAR-MNKY-STR-LUXE-ROBES-1213-T.jpg,,,,,,"SAR-MNKY-STR-LUXE-ROBES-1151-T.jpg,SAR-MNKY-STR-LUXE-ROBES-1215-T.jpg,SAR-MNKY-STR-LUXE-ROBES-1214-T.jpg"
SAR-MNKY-STR-LUXE-ROBES,duplicate_local,SAR-MNKY-STR-LUXE-ROBES-1151-S.jpg,,,,,,"SAR-MNKY-STR-LUXE-ROBES-1215-S.jpg,SAR-MNKY-STR-LUXE-ROBES-1214-S.jpg,SAR-MNKY-STR-LUXE-ROBES-1213-S.jpg"
SAR-MNKY-STR-LUXE-ROBES,duplicate_local,SAR-MNKY-STR-LUXE-ROBES-1215-S.jpg,,,,,,"SAR-MNKY-STR-LUXE-ROBES-1151-S.jpg,SAR-MNKY-STR-LUXE-ROBES-1214-S.jpg,SAR-MNKY-STR-LUXE-ROBES-1213-S.jpg"
SAR-MNKY-STR-LUXE-ROBES,duplicate_local,SAR-MNKY-STR-LUXE-ROBES-1214-S.jpg,,,,,,"SAR-MNKY-STR-LUXE-ROBES-1151-S.jpg,SAR-MNKY-STR-LUXE-ROBES-1215-S.jpg,SAR-MNKY-STR-LUXE-ROBES-1213-S.jpg"
SAR-MNKY-STR-LUXE-ROBES,duplicate_local,SAR-MNKY-STR-LUXE-ROBES-1213-S.jpg,,,,,,"SAR-MNKY-STR-LUXE-ROBES-1151-S.jpg,SAR-MNKY-STR-LUXE-ROBES-1215-S.jpg,SAR-MNKY-STR-LUXE-ROBES-1214-S.jpg"
SAR-MNKY-STR-LUXE-ROBES,missing_local,SAR-MNKY-STR-LUXE-ROBES-altview9.jpg,,,altview,,,
SAR-MNKY-STR-LUXE-ROBES,missing_local,SAR-MNKY-STR-LUXE-ROBES-altview10.jpg,,,altview,,,
SAR-MNKY-STR-LUXE-ROBES,missing_local,SAR-MNKY-STR-LUXE-ROBES-altview11.jpg,,,altview,,,
SAR-MNKY-STR-LUXE-ROBES,missing_local,SAR-MNKY-STR-LUXE-ROBES-altview12.jpg,,,altview,,,
SAR-PLEATED-DUST-RUFFLE,missing_cdn,SAR-PLEATED-DUST-RUFFLE-1495-S.jpg,1495,Cream,color,True,404,
SAR-PTR-RBT-BMBU-RYN-MSLN,missing_local,SAR-PTR-RBT-BMBU-RYN-MSLN-altview9.jpg,,,altview,,,
SAR-PTR-RBT-BMBU-RYN-MSLN,missing_local,SAR-PTR-RBT-BMBU-RYN-MSLN-altview10.jpg,,,altview,,,
SAR-PTR-RBT-BMBU-RYN-MSLN,missing_local,SAR-PTR-RBT-BMBU-RYN-MSLN-altview11.jpg,,,altview,,,
SAR-PTR-RBT-BMBU-RYN-MSLN,missing_local,SAR-PTR-RBT-BMBU-RYN-MSLN-altview12.jpg,,,altview,,,
SAR-PTR-RBT-BMBU-RYN-MSLN-02,missing_local,SAR-PTR-RBT-BMBU-RYN-MSLN-02-altview9.jpg,,,altview,,,
SAR-PTR-RBT-BMBU-RYN-MSLN-2,duplicate_local,SAR-PTR-RBT-BMBU-RYN-MSLN-2-1372-T.jpg,,,,,,SAR-PTR-RBT-BMBU-RYN-MSLN-2-1372-S.jpg
SAR-PTR-RBT-BMBU-RYN-MSLN-2,duplicate_local,SAR-PTR-RBT-BMBU-RYN-MSLN-2-1372-S.jpg,,,,,,SAR-PTR-RBT-BMBU-RYN-MSLN-2-1372-T.jpg
SAR-PTR-RBT-BMBU-RYN-MSLN-2,duplicate_local,SAR-PTR-RBT-BMBU-RYN-MSLN-2-1371-T.jpg,,,,,,SAR-PTR-RBT-BMBU-RYN-MSLN-2-1371-S.jpg
