ProductCode,ProductName,ColorName,DisplayOrder,OptionCategory,Required,PriceDiff,SourceURL,CheckedOn,Verification
SAR-SATIN-BACK-TOD,SATIN BACK TODDLER BLANKETS,Navy Twinkle Star,1,Choose Color,Y,0,https://saranoni.com/products/satin-back-toddler-blanket,2026-06-19,Exact current Saranoni product-page selector
SAR-SATIN-BACK-TOD,SATIN BACK TODDLER BLANKETS,Dainty Floral,2,Choose Color,Y,0,https://saranoni.com/products/satin-back-toddler-blanket,2026-06-19,Exact current Saranoni product-page selector
SAR-SATIN-BACK-TOD,SATIN BACK TODDLER BLANKETS,Sun and Sea,3,Choose Color,Y,0,https://saranoni.com/products/satin-back-toddler-blanket,2026-06-19,Exact current Saranoni product-page selector
SAR-SATIN-BACK-TOD,SATIN BACK TODDLER BLANKETS,Tulip,4,Choose Color,Y,0,https://saranoni.com/products/satin-back-toddler-blanket,2026-06-19,Exact current Saranoni product-page selector
SAR-SATIN-BACK-TOD,SATIN BACK TODDLER BLANKETS,Daisy,5,Choose Color,Y,0,https://saranoni.com/products/satin-back-toddler-blanket,2026-06-19,Exact current Saranoni product-page selector
SAR-SATIN-BACK-TOD,SATIN BACK TODDLER BLANKETS,Cedar,6,Choose Color,Y,0,https://saranoni.com/products/satin-back-toddler-blanket,2026-06-19,Exact current Saranoni product-page selector
SAR-SATIN-BACK-TOD,SATIN BACK TODDLER BLANKETS,Camo,7,Choose Color,Y,0,https://saranoni.com/products/satin-back-toddler-blanket,2026-06-19,Exact current Saranoni product-page selector
SAR-SATIN-BACK-TOD,SATIN BACK TODDLER BLANKETS,Flora,8,Choose Color,Y,0,https://saranoni.com/products/satin-back-toddler-blanket,2026-06-19,Exact current Saranoni product-page selector
SAR-SATIN-BACK-TOD,SATIN BACK TODDLER BLANKETS,Sea Glass,9,Choose Color,Y,0,https://saranoni.com/products/satin-back-toddler-blanket,2026-06-19,Exact current Saranoni product-page selector
