id,optioncatid,optionsdesc,pricediff,applytoproductcodes
1202,58,Mini,0,SAR-WIZARDIN-WORLD-CHARM
1203,58,Receiving,33,SAR-WIZARDIN-WORLD-CHARM
1204,58,Toddler,63,SAR-WIZARDIN-WORLD-CHARM
1205,58,XL,147,SAR-WIZARDIN-WORLD-CHARM
